Municipios;Sexo;Periodo;Total
25200 Sarroca de Lleida;Total;2016;374
25200 Sarroca de Lleida;Total;2015;387
25202 Senterada;Total;2022;161
25202 Senterada;Total;2021;150
25202 Senterada;Total;2020;139
25202 Senterada;Total;2019;137
25202 Senterada;Total;2018;139
25202 Senterada;Total;2017;136
25202 Senterada;Total;2016;133
25202 Senterada;Total;2015;133
25035 Sentiu de Sió, La;Total;2022;417
25035 Sentiu de Sió, La;Total;2021;426
25035 Sentiu de Sió, La;Total;2020;414
25035 Sentiu de Sió, La;Total;2019;406
25035 Sentiu de Sió, La;Total;2018;427
25035 Sentiu de Sió, La;Total;2017;445
25035 Sentiu de Sió, La;Total;2016;462
25035 Sentiu de Sió, La;Total;2015;459
25204 Seròs;Total;2022;1.890
25204 Seròs;Total;2021;1.923
25204 Seròs;Total;2020;1.946
25204 Seròs;Total;2019;1.922
25204 Seròs;Total;2018;1.889
25204 Seròs;Total;2017;1.895
25204 Seròs;Total;2016;1.912
25204 Seròs;Total;2015;1.886
25203 Seu d'Urgell, La;Total;2022;12.261
25203 Seu d'Urgell, La;Total;2021;12.252
25203 Seu d'Urgell, La;Total;2020;12.206
25203 Seu d'Urgell, La;Total;2019;12.089
25203 Seu d'Urgell, La;Total;2018;12.041
25203 Seu d'Urgell, La;Total;2017;12.015
25203 Seu d'Urgell, La;Total;2016;12.185
25203 Seu d'Urgell, La;Total;2015;12.249
25205 Sidamon;Total;2022;759
25205 Sidamon;Total;2021;755
25205 Sidamon;Total;2020;748
25205 Sidamon;Total;2019;734
25205 Sidamon;Total;2018;733
25205 Sidamon;Total;2017;732
25205 Sidamon;Total;2016;734
25205 Sidamon;Total;2015;732
25206 Soleràs, El;Total;2022;330
25206 Soleràs, El;Total;2021;337
25206 Soleràs, El;Total;2020;332
25206 Soleràs, El;Total;2019;332
25206 Soleràs, El;Total;2018;328
25206 Soleràs, El;Total;2017;346
25206 Soleràs, El;Total;2016;350
25206 Soleràs, El;Total;2015;342
25207 Solsona;Total;2022;9.131
25207 Solsona;Total;2021;9.175
25207 Solsona;Total;2020;9.137
25207 Solsona;Total;2019;9.094
25207 Solsona;Total;2018;9.014
25207 Solsona;Total;2017;8.974
25207 Solsona;Total;2016;8.914
25207 Solsona;Total;2015;9.004
25208 Soriguera;Total;2022;429
25208 Soriguera;Total;2021;431
25208 Soriguera;Total;2020;420
25208 Soriguera;Total;2019;410
25208 Soriguera;Total;2018;399
25208 Soriguera;Total;2017;403
25208 Soriguera;Total;2016;408
25208 Soriguera;Total;2015;385
25209 Sort;Total;2022;2.192
25209 Sort;Total;2021;2.181
25209 Sort;Total;2020;2.154
25209 Sort;Total;2019;2.149
25209 Sort;Total;2018;2.164
25209 Sort;Total;2017;2.128
25209 Sort;Total;2016;2.145
25209 Sort;Total;2015;2.199
25210 Soses;Total;2022;1.784
25210 Soses;Total;2021;1.781
25210 Soses;Total;2020;1.761
25210 Soses;Total;2019;1.763
25210 Soses;Total;2018;1.764
25210 Soses;Total;2017;1.719
25210 Soses;Total;2016;1.698
25210 Soses;Total;2015;1.728
25211 Sudanell;Total;2022;873
25211 Sudanell;Total;2021;844
25211 Sudanell;Total;2020;840
25211 Sudanell;Total;2019;853
25211 Sudanell;Total;2018;851
25211 Sudanell;Total;2017;874
25211 Sudanell;Total;2016;867
25211 Sudanell;Total;2015;847
25212 Sunyer;Total;2022;332
25212 Sunyer;Total;2021;334
25212 Sunyer;Total;2020;343
25212 Sunyer;Total;2019;352
25212 Sunyer;Total;2018;355
25212 Sunyer;Total;2017;359
25212 Sunyer;Total;2016;350
25212 Sunyer;Total;2015;325
25215 Talarn;Total;2022;562
25215 Talarn;Total;2021;489
25215 Talarn;Total;2020;595
25215 Talarn;Total;2019;585
25215 Talarn;Total;2018;651
25215 Talarn;Total;2017;702
25215 Talarn;Total;2016;689
25215 Talarn;Total;2015;582
25216 Talavera;Total;2022;291
25216 Talavera;Total;2021;287
25216 Talavera;Total;2020;279
25216 Talavera;Total;2019;283
25216 Talavera;Total;2018;247
25216 Talavera;Total;2017;250
25216 Talavera;Total;2016;257
25216 Talavera;Total;2015;262
25217 Tàrrega;Total;2022;17.810
25217 Tàrrega;Total;2021;17.649
25217 Tàrrega;Total;2020;17.445
25217 Tàrrega;Total;2019;17.098
25217 Tàrrega;Total;2018;16.795
25217 Tàrrega;Total;2017;16.599
25217 Tàrrega;Total;2016;16.481
25217 Tàrrega;Total;2015;16.444
25218 Tarrés;Total;2022;105
25218 Tarrés;Total;2021;105
25218 Tarrés;Total;2020;102
25218 Tarrés;Total;2019;106
25218 Tarrés;Total;2018;99
25218 Tarrés;Total;2017;99
25218 Tarrés;Total;2016;100
25218 Tarrés;Total;2015;103
25219 Tarroja de Segarra;Total;2022;175
25219 Tarroja de Segarra;Total;2021;187
25219 Tarroja de Segarra;Total;2020;188
25219 Tarroja de Segarra;Total;2019;187
25219 Tarroja de Segarra;Total;2018;183
25219 Tarroja de Segarra;Total;2017;181
25219 Tarroja de Segarra;Total;2016;182
25219 Tarroja de Segarra;Total;2015;178
25220 Térmens;Total;2022;1.363
25220 Térmens;Total;2021;1.330
25220 Térmens;Total;2020;1.360
25220 Térmens;Total;2019;1.333
25220 Térmens;Total;2018;1.383
25220 Térmens;Total;2017;1.442
25220 Térmens;Total;2016;1.526
25220 Térmens;Total;2015;1.531
25221 Tírvia;Total;2022;132
25221 Tírvia;Total;2021;131
25221 Tírvia;Total;2020;134
25221 Tírvia;Total;2019;131
25221 Tírvia;Total;2018;134
25221 Tírvia;Total;2017;141
25221 Tírvia;Total;2016;143
25221 Tírvia;Total;2015;153
25222 Tiurana;Total;2022;71
25222 Tiurana;Total;2021;73
25222 Tiurana;Total;2020;77
25222 Tiurana;Total;2019;73
25222 Tiurana;Total;2018;74
25222 Tiurana;Total;2017;76
25222 Tiurana;Total;2016;73
25222 Tiurana;Total;2015;72
25223 Torà;Total;2022;1.224
25223 Torà;Total;2021;1.209
25223 Torà;Total;2020;1.237
25223 Torà;Total;2019;1.255
25223 Torà;Total;2018;1.244
25223 Torà;Total;2017;1.223
25223 Torà;Total;2016;1.215
25223 Torà;Total;2015;1.232
25224 Torms, Els;Total;2022;149
25224 Torms, Els;Total;2021;145
25224 Torms, Els;Total;2020;138
25224 Torms, Els;Total;2019;144
25224 Torms, Els;Total;2018;151
25224 Torms, Els;Total;2017;147
25224 Torms, Els;Total;2016;149
25224 Torms, Els;Total;2015;147
25225 Tornabous;Total;2022;847
25225 Tornabous;Total;2021;826
25225 Tornabous;Total;2020;822
25225 Tornabous;Total;2019;858
25225 Tornabous;Total;2018;879
25225 Tornabous;Total;2017;858
25225 Tornabous;Total;2016;882
25225 Tornabous;Total;2015;885
25227 Torre de Cabdella, La;Total;2022;764
25227 Torre de Cabdella, La;Total;2021;765
25227 Torre de Cabdella, La;Total;2020;759
25227 Torre de Cabdella, La;Total;2019;760
25227 Torre de Cabdella, La;Total;2018;747
25227 Torre de Cabdella, La;Total;2017;754
25227 Torre de Cabdella, La;Total;2016;748
25227 Torre de Cabdella, La;Total;2015;762
25226 Torrebesses;Total;2022;300
25226 Torrebesses;Total;2021;298
25226 Torrebesses;Total;2020;267
25226 Torrebesses;Total;2019;282
25226 Torrebesses;Total;2018;289
25226 Torrebesses;Total;2017;290
25226 Torrebesses;Total;2016;293
25226 Torrebesses;Total;2015;286
25228 Torrefarrera;Total;2022;4.730
25228 Torrefarrera;Total;2021;4.702
25228 Torrefarrera;Total;2020;4.694
25228 Torrefarrera;Total;2019;4.605
25228 Torrefarrera;Total;2018;4.630
25228 Torrefarrera;Total;2017;4.653
25228 Torrefarrera;Total;2016;4.630
25228 Torrefarrera;Total;2015;4.611
25907 Torrefeta i Florejacs;Total;2022;621
25907 Torrefeta i Florejacs;Total;2021;602
25907 Torrefeta i Florejacs;Total;2020;607
25907 Torrefeta i Florejacs;Total;2019;602
25907 Torrefeta i Florejacs;Total;2018;590
25907 Torrefeta i Florejacs;Total;2017;591
25907 Torrefeta i Florejacs;Total;2016;590
25907 Torrefeta i Florejacs;Total;2015;604
25230 Torregrossa;Total;2022;2.155
25230 Torregrossa;Total;2021;2.157
25230 Torregrossa;Total;2020;2.179
25230 Torregrossa;Total;2019;2.202
25230 Torregrossa;Total;2018;2.190
25230 Torregrossa;Total;2017;2.192
25230 Torregrossa;Total;2016;2.166
25230 Torregrossa;Total;2015;2.255
25231 Torrelameu;Total;2022;765
25231 Torrelameu;Total;2021;759
25231 Torrelameu;Total;2020;735
25231 Torrelameu;Total;2019;743
25231 Torrelameu;Total;2018;742
25231 Torrelameu;Total;2017;715
25231 Torrelameu;Total;2016;703
25231 Torrelameu;Total;2015;706
25232 Torres de Segre;Total;2022;2.248
25232 Torres de Segre;Total;2021;2.381
25232 Torres de Segre;Total;2020;2.366
25232 Torres de Segre;Total;2019;2.277
25232 Torres de Segre;Total;2018;2.307
25232 Torres de Segre;Total;2017;2.225
25232 Torres de Segre;Total;2016;2.253
25232 Torres de Segre;Total;2015;2.271
25233 Torre-serona;Total;2022;387
25233 Torre-serona;Total;2021;383
25233 Torre-serona;Total;2020;398
25233 Torre-serona;Total;2019;397
25233 Torre-serona;Total;2018;386
25233 Torre-serona;Total;2017;363
25233 Torre-serona;Total;2016;379
25233 Torre-serona;Total;2015;379
25234 Tremp;Total;2022;5.847
25234 Tremp;Total;2021;5.893
25234 Tremp;Total;2020;5.911
25234 Tremp;Total;2019;5.844
25234 Tremp;Total;2018;5.824
25234 Tremp;Total;2017;5.906
25234 Tremp;Total;2016;6.026
25234 Tremp;Total;2015;6.175
25043 Vall de Boí, La;Total;2022;1.090
25043 Vall de Boí, La;Total;2021;1.060
25043 Vall de Boí, La;Total;2020;1.019
25043 Vall de Boí, La;Total;2019;1.021
25043 Vall de Boí, La;Total;2018;1.022
25043 Vall de Boí, La;Total;2017;1.015
25043 Vall de Boí, La;Total;2016;1.022
25043 Vall de Boí, La;Total;2015;1.004
25901 Vall de Cardós;Total;2022;386
25901 Vall de Cardós;Total;2021;382
25901 Vall de Cardós;Total;2020;350
25901 Vall de Cardós;Total;2019;364
25901 Vall de Cardós;Total;2018;372
25901 Vall de Cardós;Total;2017;360
25901 Vall de Cardós;Total;2016;356
25901 Vall de Cardós;Total;2015;368
25238 Vallbona de les Monges;Total;2022;227
25238 Vallbona de les Monges;Total;2021;236
25238 Vallbona de les Monges;Total;2020;243
25238 Vallbona de les Monges;Total;2019;233
25238 Vallbona de les Monges;Total;2018;234
25238 Vallbona de les Monges;Total;2017;226
25238 Vallbona de les Monges;Total;2016;241
25238 Vallbona de les Monges;Total;2015;256
25240 Vallfogona de Balaguer;Total;2022;1.935
25240 Vallfogona de Balaguer;Total;2021;1.912
25240 Vallfogona de Balaguer;Total;2020;1.906
25240 Vallfogona de Balaguer;Total;2019;1.876
25240 Vallfogona de Balaguer;Total;2018;1.884
25240 Vallfogona de Balaguer;Total;2017;1.867
25240 Vallfogona de Balaguer;Total;2016;1.868
25240 Vallfogona de Balaguer;Total;2015;1.880
25906 Valls d'Aguilar, Les;Total;2022;274
25906 Valls d'Aguilar, Les;Total;2021;264
25906 Valls d'Aguilar, Les;Total;2020;245
25906 Valls d'Aguilar, Les;Total;2019;260
25906 Valls d'Aguilar, Les;Total;2018;272
25906 Valls d'Aguilar, Les;Total;2017;277
25906 Valls d'Aguilar, Les;Total;2016;291
25906 Valls d'Aguilar, Les;Total;2015;302
25239 Valls de Valira, Les;Total;2022;794
25239 Valls de Valira, Les;Total;2021;800
25239 Valls de Valira, Les;Total;2020;784
25239 Valls de Valira, Les;Total;2019;791
25239 Valls de Valira, Les;Total;2018;803
25239 Valls de Valira, Les;Total;2017;808
25239 Valls de Valira, Les;Total;2016;817
25239 Valls de Valira, Les;Total;2015;845
25909 Vansa i Fórnols, La;Total;2022;166
25909 Vansa i Fórnols, La;Total;2021;156
25909 Vansa i Fórnols, La;Total;2020;149
25909 Vansa i Fórnols, La;Total;2019;161
25909 Vansa i Fórnols, La;Total;2018;168
25909 Vansa i Fórnols, La;Total;2017;180
25909 Vansa i Fórnols, La;Total;2016;200
25909 Vansa i Fórnols, La;Total;2015;210
25242 Verdú;Total;2022;851
25242 Verdú;Total;2021;880
25242 Verdú;Total;2020;902
25242 Verdú;Total;2019;919
25242 Verdú;Total;2018;905
25242 Verdú;Total;2017;924
25242 Verdú;Total;2016;933
25242 Verdú;Total;2015;947
25243 Vielha e Mijaran;Total;2022;5.581
25243 Vielha e Mijaran;Total;2021;5.674
25243 Vielha e Mijaran;Total;2020;5.611
25243 Vielha e Mijaran;Total;2019;5.559
25243 Vielha e Mijaran;Total;2018;5.493
25243 Vielha e Mijaran;Total;2017;5.512
25243 Vielha e Mijaran;Total;2016;5.459
25243 Vielha e Mijaran;Total;2015;5.450
25244 Vilagrassa;Total;2022;605
25244 Vilagrassa;Total;2021;587
25244 Vilagrassa;Total;2020;560
25244 Vilagrassa;Total;2019;541
25244 Vilagrassa;Total;2018;510
25244 Vilagrassa;Total;2017;522
25244 Vilagrassa;Total;2016;510
25244 Vilagrassa;Total;2015;522
25245 Vilaller;Total;2022;532
25245 Vilaller;Total;2021;554
25245 Vilaller;Total;2020;549
25245 Vilaller;Total;2019;561
25245 Vilaller;Total;2018;536
25245 Vilaller;Total;2017;547
25245 Vilaller;Total;2016;552
25245 Vilaller;Total;2015;566
25247 Vilamòs;Total;2022;172
25247 Vilamòs;Total;2021;164
25247 Vilamòs;Total;2020;178
25247 Vilamòs;Total;2019;187
25247 Vilamòs;Total;2018;159
25247 Vilamòs;Total;2017;151
25247 Vilamòs;Total;2016;151
25247 Vilamòs;Total;2015;164
25248 Vilanova de Bellpuig;Total;2022;1.179
25248 Vilanova de Bellpuig;Total;2021;1.178
25248 Vilanova de Bellpuig;Total;2020;1.183
25248 Vilanova de Bellpuig;Total;2019;1.181
25248 Vilanova de Bellpuig;Total;2018;1.170
25248 Vilanova de Bellpuig;Total;2017;1.159
25248 Vilanova de Bellpuig;Total;2016;1.168
25248 Vilanova de Bellpuig;Total;2015;1.175
25254 Vilanova de la Barca;Total;2022;1.110
25254 Vilanova de la Barca;Total;2021;1.127
25254 Vilanova de la Barca;Total;2020;1.088
25254 Vilanova de la Barca;Total;2019;1.036
25254 Vilanova de la Barca;Total;2018;1.039
25254 Vilanova de la Barca;Total;2017;1.044
25254 Vilanova de la Barca;Total;2016;1.054
25254 Vilanova de la Barca;Total;2015;1.099
25249 Vilanova de l'Aguda;Total;2022;200
25249 Vilanova de l'Aguda;Total;2021;194
25249 Vilanova de l'Aguda;Total;2020;200
25249 Vilanova de l'Aguda;Total;2019;197
25249 Vilanova de l'Aguda;Total;2018;202
25249 Vilanova de l'Aguda;Total;2017;206
25249 Vilanova de l'Aguda;Total;2016;213
25249 Vilanova de l'Aguda;Total;2015;218
25250 Vilanova de Meià;Total;2022;413
25250 Vilanova de Meià;Total;2021;427
25250 Vilanova de Meià;Total;2020;415
25250 Vilanova de Meià;Total;2019;389
25250 Vilanova de Meià;Total;2018;395
25250 Vilanova de Meià;Total;2017;401
25250 Vilanova de Meià;Total;2016;414
25250 Vilanova de Meià;Total;2015;424
25251 Vilanova de Segrià;Total;2022;1.021
25251 Vilanova de Segrià;Total;2021;1.000
25251 Vilanova de Segrià;Total;2020;985
25251 Vilanova de Segrià;Total;2019;977
25251 Vilanova de Segrià;Total;2018;945
25251 Vilanova de Segrià;Total;2017;943
25251 Vilanova de Segrià;Total;2016;941
25251 Vilanova de Segrià;Total;2015;940
25252 Vila-sana;Total;2022;767
25252 Vila-sana;Total;2021;761
25252 Vila-sana;Total;2020;734
25252 Vila-sana;Total;2019;742
25252 Vila-sana;Total;2018;717
25252 Vila-sana;Total;2017;721
25252 Vila-sana;Total;2016;732
25252 Vila-sana;Total;2015;718
25253 Vilosell, El;Total;2022;195
25253 Vilosell, El;Total;2021;192
25253 Vilosell, El;Total;2020;173
25253 Vilosell, El;Total;2019;169
25253 Vilosell, El;Total;2018;168
25253 Vilosell, El;Total;2017;180
25253 Vilosell, El;Total;2016;185
25253 Vilosell, El;Total;2015;187
25255 Vinaixa;Total;2022;465
25255 Vinaixa;Total;2021;464
25255 Vinaixa;Total;2020;450
25255 Vinaixa;Total;2019;470
25255 Vinaixa;Total;2018;482
25255 Vinaixa;Total;2017;483
25255 Vinaixa;Total;2016;499
25255 Vinaixa;Total;2015;526
